N,P,K,temperature,humidity,ph,rainfall,label
5,15,11,32,92,6.929205159,100,orange
40,22,11,20,92,6.920185436,115,orange
32,18,7,10,92,7.083054948,102,orange
34,19,10,13,95,6.589590596,119,orange
12,22,15,25,90,6.452273014,120,orange
14,21,7,13,92,6.029257204,114,orange
28,25,11,24,91,6.059304,119,orange
13,29,10,18,94,7.906905628,109,orange
24,22,14,25,91,6.256930999,116,orange
33,19,10,31,91,7.546761303,119,orange
18,13,5,14,92,7.819783519,103,orange
13,13,8,33,90,7.990410801,118,orange
13,24,14,11,90,6.767503632,103,orange
35,23,8,13,93,6.488320682,104,orange
9,27,8,33,91,7.858919904,114,orange
38,25,5,28,94,7.47211359,101,orange
21,14,10,34,92,7.240291037,100,orange
14,29,8,20,92,6.993723364,102,orange
37,19,15,27,90,6.586263613,115,orange
6,29,13,31,91,7.066316653,100,orange
31,8,15,24,93,6.922465669,109,orange
25,23,5,18,90,6.100054508,119,orange
24,28,14,25,92,7.441143455,114,orange
10,20,8,19,94,7.607253771,114,orange
8,8,11,14,91,6.97426729,109,orange
27,9,15,18,95,6.490645756,113,orange
29,27,14,13,90,6.872624049,117,orange
30,23,13,24,93,6.3510372,106,orange
20,21,15,21,95,7.788190068,112,orange
10,8,6,17,90,6.822149482,103,orange
30,28,6,20,93,7.977914357,101,orange
23,24,13,33,93,7.664744729,109,orange
15,9,5,14,92,6.206054174,109,orange
14,28,12,33,92,7.126913084,100,orange
19,14,12,20,90,7.044917793,113,orange
13,14,5,20,95,6.599313184,111,orange
21,28,7,20,93,6.071384448,104,orange
40,7,5,12,91,7.634194781,109,orange
21,24,10,31,93,7.636769896,106,orange
39,16,7,30,94,7.12791741,111,orange
32,28,10,19,90,7.037356057,113,orange
20,20,10,35,93,7.172328835,106,orange
5,20,11,10,92,6.584336852,118,orange
11,9,11,19,95,6.831406292,101,orange
14,6,6,28,93,6.729691952,109,orange
10,25,10,22,92,6.683840848,111,orange
27,28,14,15,93,7.182176514,100,orange
35,23,14,12,95,7.293600058,103,orange
31,12,15,30,95,7.674540994,115,orange
12,23,10,26,93,6.156545471,103,orange
16,15,15,21,90,7.154156693,104,orange
39,17,5,15,92,7.803381815,102,orange
29,25,7,23,91,7.689827305,113,orange
38,9,10,24,93,7.347410752,115,orange
21,19,7,13,94,6.444614707,107,orange
10,27,5,24,94,6.791026322,112,orange
26,28,11,18,92,6.360088422,104,orange
11,19,8,17,93,7.910694918,103,orange
28,10,5,11,92,6.947319825,113,orange
35,29,6,35,94,6.673681337,100,orange
20,29,9,21,93,6.623189694,101,orange
27,18,8,30,94,6.449816354,111,orange
25,30,10,15,92,6.586270216,115,orange
23,5,11,25,93,7.844627283,105,orange
40,13,13,10,92,6.029226035,115,orange
32,19,7,23,95,6.258531797,101,orange
38,28,9,10,91,6.345610185,102,orange
25,12,11,22,92,7.566498581,119,orange
5,27,6,18,91,7.670839589,117,orange
30,26,12,10,95,6.810836022,106,orange
5,6,8,31,95,6.211188713,101,orange
10,17,13,10,91,6.450213113,104,orange
27,11,7,29,94,6.653340983,103,orange
13,26,14,21,94,7.249354803,120,orange
5,24,8,20,95,6.190043224,105,orange
12,8,15,28,93,7.172811945,118,orange
30,29,6,26,95,6.223875386,101,orange
27,20,11,33,94,6.674767457,103,orange
8,21,15,28,94,6.167079153,108,orange
6,27,13,10,92,6.896874526,102,orange
36,5,5,13,92,7.595499079,111,orange
14,16,15,19,90,6.022659749,101,orange
13,17,12,14,94,7.971646353,119,orange
6,21,9,13,95,7.815958912,117,orange
22,7,7,24,91,7.314097839,102,orange
12,27,14,11,95,7.761953779,103,orange
37,8,12,28,92,7.05987539,108,orange
34,12,15,27,95,6.629367782,108,orange
13,21,9,29,90,7.851382935,113,orange
7,11,14,24,94,7.183844918,110,orange
30,20,10,19,94,6.304128604,117,orange
18,15,9,21,90,6.980200415,117,orange
7,8,6,11,95,6.088832812,113,orange
13,6,14,22,94,6.172700083,100,orange
36,26,5,34,92,7.493837565,107,orange
35,20,15,10,93,7.443484883,104,orange
26,18,12,22,93,7.112867357,110,orange
18,28,8,17,93,7.248355503,106,orange
15,22,9,30,90,6.816211971,114,orange
19,15,15,25,93,6.761065959,112,orange
10,16,9,21,94,7.060970619,104,orange
37,17,7,12,90,7.574740571,108,orange
9,26,6,17,94,7.226287916,112,orange
14,11,11,26,95,6.57215166,108,orange
8,9,13,12,95,7.387696634,113,orange
28,9,11,21,95,6.757113124,109,orange
32,19,6,16,90,7.190274221,109,orange
37,11,15,16,95,7.298247639,108,orange
20,19,7,10,92,6.856453561,100,orange
25,16,8,21,90,7.520919685,107,orange
33,14,7,22,92,6.006471585,104,orange
23,19,6,26,95,7.060758469,101,orange
14,6,14,35,93,7.443815406,108,orange
26,12,8,22,91,6.135478828,112,orange
29,15,7,35,92,7.767841407,116,orange
5,30,6,30,93,6.088366159,102,orange
15,6,12,15,93,6.005399545,110,orange
16,8,9,26,90,6.358472124,111,orange
36,15,12,35,92,7.468434432,111,orange
10,17,14,20,95,7.279720918,103,orange
34,11,11,25,91,7.731115094,120,orange
9,25,9,31,93,7.48359393,107,orange
34,28,10,22,95,7.296846625,112,orange
30,22,8,21,92,7.382312663,109,orange
21,8,11,19,91,7.603794853,100,orange
26,29,15,10,92,7.641113141,115,orange
30,17,13,20,93,6.919630336,104,orange
12,12,9,34,95,7.643792878,101,orange
17,17,5,23,94,6.652333389,110,orange
29,13,6,32,94,7.729352686,106,orange
33,22,6,13,90,6.230807759,117,orange
36,19,5,13,90,7.852165652,107,orange
13,24,11,25,94,6.012424156,102,orange
23,21,13,11,94,7.344478095,114,orange
28,13,14,27,90,7.767410928,108,orange
33,15,7,24,95,6.046167155,110,orange
37,28,11,16,95,6.101457627,100,orange
22,17,6,14,91,6.036398708,101,orange
36,11,9,29,91,7.26602373,110,orange
6,9,9,17,94,6.962782964,106,orange
14,24,10,20,93,6.05475958,115,orange
25,7,11,34,91,7.636107935,119,orange
38,13,15,33,91,7.605953324,112,orange
32,6,5,25,95,6.67863038,119,orange
34,25,5,22,91,7.317504981,102,orange
14,20,8,23,92,7.911927373,100,orange
36,8,14,20,90,7.976824528,102,orange
37,13,12,12,93,7.611454504,100,orange
7,15,8,21,90,6.625674455,109,orange
32,26,14,32,94,7.648822456,110,orange
31,16,15,20,91,6.614865093,119,orange
39,20,14,10,92,6.324401527,102,orange
17,10,15,17,95,7.224554677,102,orange
33,8,8,28,94,6.84411774,100,orange
20,15,11,10,91,6.227949956,105,orange
14,25,7,22,93,7.337801439,102,orange
26,23,14,25,90,7.206625809,104,orange
9,26,9,30,92,7.787913258,120,orange
27,25,10,21,93,6.04860646,102,orange
14,22,13,23,91,7.482414816,117,orange
34,21,8,17,93,6.057035497,115,orange
11,29,11,31,91,6.280779088,102,orange
7,14,8,25,91,6.303794487,108,orange
28,16,12,13,95,7.337325689,109,orange
26,26,14,32,90,7.197106806,110,orange
19,30,10,28,92,7.666737577,101,orange
39,19,12,18,95,7.343707957,101,orange
35,7,8,16,95,6.098672847,101,orange
39,19,6,11,91,7.518722751,119,orange
31,24,15,31,92,6.685228981,106,orange
23,10,11,11,91,6.406204045,105,orange
7,23,13,29,91,7.829052253,116,orange
25,21,10,19,93,6.622016041,114,orange
16,17,8,13,91,7.987045313,116,orange
18,27,6,28,95,6.433317373,116,orange
33,27,9,34,91,7.224364557,107,orange
24,10,13,10,93,6.682456722,100,orange
14,19,9,28,95,6.702669684,116,orange
34,22,8,20,90,6.279427881,114,orange
20,22,7,30,91,7.868277757,100,orange
26,22,7,11,95,7.706852096,120,orange
18,10,14,27,92,6.691167839,118,orange
33,30,14,28,93,6.284036667,106,orange
20,17,12,14,91,6.194149696,118,orange
30,16,15,29,91,6.30407812,104,orange
12,21,9,18,90,7.420550876,118,orange
38,25,6,34,93,7.351594591,108,orange
35,15,13,31,95,6.642886051,118,orange
34,18,5,15,92,7.170541332,113,orange
19,17,15,34,94,6.751751928,109,orange
32,17,15,12,91,7.163978495,110,orange
13,18,11,19,95,7.648933141,110,orange
11,11,8,15,93,6.077230851,106,orange
23,10,10,34,95,7.843687758,114,orange
24,11,15,30,94,7.119782665,118,orange
21,6,10,20,94,6.849366613,108,orange
15,8,12,25,92,7.440646633,109,orange
17,21,9,29,91,7.785656231,116,orange
14,13,8,28,93,6.514927794,110,orange
38,19,14,20,91,7.470522569,100,orange
24,12,14,19,92,7.120722512,106,orange
25,28,6,21,93,6.126184747,104,orange
35,8,13,17,92,6.968450864,107,orange
15,16,15,17,93,6.258892111,107,orange
31,28,13,35,93,7.451496867,117,orange
9,13,7,11,94,7.279653777,110,orange
33,13,15,34,92,7.471266412,115,orange
38,16,14,14,90,6.112493311,115,orange
6,20,6,23,90,6.035543849,102,orange
7,16,14,30,91,6.3269036,111,orange
12,18,5,22,92,6.784052922,114,orange
11,17,10,14,94,6.808114177,118,orange
28,27,12,14,94,6.325899848,106,orange
34,7,8,31,95,6.625954356,100,orange
35,22,5,33,93,6.3633495,102,orange
17,14,12,21,94,6.730665486,101,orange
39,28,10,14,93,7.730977072,100,orange
15,7,15,19,94,7.393004678,120,orange
8,25,13,29,94,6.170877351,117,orange
34,27,11,23,90,6.513899292,100,orange
13,12,12,22,95,6.287481266,113,orange
38,21,12,34,91,7.247933961,113,orange
26,7,11,11,94,7.931281942,118,orange
24,23,10,35,91,6.540082767,100,orange
38,18,7,26,94,7.029052344,107,orange
7,26,6,10,90,6.281994142,109,orange
21,28,15,25,95,7.42948026,100,orange
37,24,14,34,94,6.892367897,118,orange
10,9,14,15,94,7.934102153,113,orange
39,25,11,15,93,6.563229976,114,orange
37,6,9,15,93,6.719461407,112,orange
38,27,15,19,90,6.347342713,107,orange
18,22,7,23,95,6.203889473,119,orange
5,15,9,16,95,6.197383006,117,orange
6,20,13,27,94,7.093207938,111,orange
21,9,9,27,91,7.714698149,111,orange
29,26,10,32,94,6.436466636,117,orange
12,30,13,29,90,6.280771837,102,orange
33,24,9,26,94,6.636925113,100,orange
14,27,6,18,93,7.962180839,120,orange
37,9,13,30,93,7.488202529,107,orange
37,24,15,28,95,6.228715629,111,orange
15,12,5,15,95,6.281996665,116,orange
37,5,6,32,93,6.727587114,100,orange
27,15,14,25,94,7.137226824,106,orange
10,5,12,15,91,6.993427604,107,orange
33,12,15,32,93,7.231375894,111,orange
17,19,7,23,90,6.640414086,101,orange
40,30,6,22,94,6.522837014,108,orange
9,15,8,23,95,7.962379567,107,orange
23,10,6,27,94,6.080877928,112,orange
40,9,5,25,93,6.468228267,118,orange
37,27,9,23,93,7.893853136,120,orange
11,15,9,17,94,6.715115614,106,orange
12,16,10,25,95,6.520762825,108,orange
40,11,6,31,94,6.730087234,120,orange
29,30,14,32,93,7.712388257,105,orange
14,14,12,13,93,6.035787201,113,orange
10,12,12,19,95,6.352522985,115,orange
35,12,5,28,93,6.247368355,100,orange
14,13,14,32,90,7.80219176,117,orange
31,27,8,12,94,6.79763528,110,orange
33,20,13,12,95,7.132894764,119,orange
36,24,5,12,94,7.771898299,107,orange
32,23,7,23,93,6.699006757,118,orange
31,13,6,20,90,7.102640783,100,orange
17,24,11,17,94,7.221728604,120,orange
5,15,9,21,93,7.440393407,103,orange
20,8,15,16,93,6.313374112,113,orange
8,15,13,26,92,7.854332361,108,orange
17,26,14,23,90,6.484977577,118,orange
14,24,12,32,95,7.377943804,101,orange
17,30,15,32,93,6.09082161,101,orange
22,12,7,23,91,6.242588613,105,orange
20,7,9,32,94,6.809326155,104,orange
21,21,10,31,93,6.463804071,108,orange
17,11,10,28,93,6.561660837,104,orange
9,15,15,12,94,6.944692331,108,orange
8,27,15,30,95,7.961099393,102,orange
40,9,10,13,95,7.107598091,100,orange
39,10,13,11,91,6.253691276,114,orange
21,26,6,10,92,6.295633456,119,orange
7,12,14,33,90,6.392065577,117,orange
39,27,6,10,93,7.004571204,117,orange
38,10,13,19,93,6.997467163,105,orange
35,10,6,26,92,7.538631047,117,orange
39,20,5,10,93,6.675057007,114,orange
22,10,5,35,95,6.781274511,106,orange
18,29,7,13,91,6.334266324,106,orange
12,12,10,34,93,7.189160153,120,orange
31,6,14,31,95,6.61584812,112,orange
39,16,5,10,95,6.529409945,117,orange
26,28,15,11,90,7.021624684,103,orange
36,26,6,22,92,6.154454482,103,orange
7,12,9,33,94,7.488919954,102,orange
23,14,12,33,95,7.101594491,107,orange
31,17,10,28,91,7.807676817,114,orange
6,16,14,18,93,6.29324213,109,orange
8,10,8,22,92,7.045311262,114,orange
33,7,8,23,93,6.617600149,115,orange
32,8,10,35,95,6.502451529,101,orange
39,28,11,13,93,6.771391309,111,orange
9,5,12,19,92,6.036700465,116,orange
7,27,15,18,94,7.201750327,114,orange
35,15,6,25,90,7.216806531,102,orange
28,8,10,33,95,7.111686879,115,orange
14,14,14,24,94,6.929857441,104,orange
37,18,12,25,94,6.889916712,110,orange
21,8,9,22,92,7.902691665,103,orange
32,5,8,14,90,7.81987391,120,orange
12,6,5,19,91,6.068781129,112,orange
13,27,14,34,93,7.435387818,110,orange
16,29,12,30,93,7.151019516,107,orange
20,12,11,13,92,7.735142157,100,orange
6,28,14,35,90,7.568906323,114,orange
9,28,10,29,93,6.810188831,117,orange
24,19,5,34,94,6.123267412,116,orange
9,24,8,27,93,7.291533888,120,orange
19,11,13,32,95,7.431952315,105,orange
21,6,12,17,95,6.817603107,116,orange
24,17,9,25,93,6.746842737,107,orange
37,28,7,25,93,6.873397401,119,orange
11,8,11,15,92,6.96196989,100,orange
19,25,14,23,92,7.423479597,109,orange
18,13,8,14,93,6.344825425,105,orange
16,16,8,26,92,6.555772389,108,orange
24,22,5,30,90,6.879550598,117,orange
22,24,10,23,93,6.338724444,103,orange
40,7,6,22,93,6.876724165,112,orange
16,28,10,28,93,6.466102494,117,orange
20,27,13,31,94,7.573560295,114,orange
28,21,10,16,93,6.746323036,107,orange
28,28,11,10,90,7.831572533,105,orange
7,29,15,20,93,7.692863807,103,orange
13,21,15,27,95,7.371408506,109,orange
15,9,6,18,95,7.041625707,102,orange
37,12,10,27,93,6.254390293,104,orange
13,9,8,33,91,6.939198785,117,orange
20,11,9,21,91,6.64886947,107,orange
21,30,12,11,90,6.376237665,107,orange
39,10,13,23,91,6.123148592,118,orange
30,13,7,11,90,6.059690944,104,orange
8,13,15,29,90,6.992010965,100,orange
33,13,6,11,94,6.125661773,107,orange
8,20,11,29,91,7.050432562,107,orange
18,27,12,25,94,6.662861575,107,orange
11,29,12,25,95,6.439800192,112,orange
10,21,6,15,95,7.258171948,108,orange
28,16,7,27,93,6.769723334,118,orange
29,9,10,35,94,6.790935859,117,orange
10,14,5,33,91,6.391732353,118,orange
18,7,8,25,91,7.382017753,103,orange
30,29,13,21,90,6.934853433,101,orange
13,14,10,16,91,7.30623317,101,orange
8,10,13,27,92,6.532809376,101,orange
13,20,6,25,93,7.64919706,104,orange
31,22,5,16,92,7.945928776,111,orange
6,30,9,23,94,6.462851469,113,orange
38,19,10,29,90,7.286368104,111,orange
35,25,13,31,90,6.871251229,116,orange
21,13,14,35,90,7.299698497,116,orange
40,13,13,14,94,7.950438326,103,orange
40,21,14,27,91,6.240088898,116,orange
39,23,8,15,91,7.384557717,111,orange
34,10,12,22,95,6.398721638,111,orange
31,10,12,14,93,6.431780192,103,orange
32,20,15,14,91,7.455870883,117,orange
38,15,11,20,95,7.483132742,116,orange
10,5,6,22,95,7.176706981,106,orange
15,28,15,35,91,6.025485779,120,orange
19,16,12,15,93,7.849898277,118,orange
20,8,5,22,90,7.50270994,112,orange
29,14,8,13,90,6.658168123,114,orange
10,26,6,25,93,6.436175304,102,orange
35,15,7,34,91,7.94362612,120,orange
31,17,6,10,92,7.851894324,102,orange
18,10,6,10,95,7.791751637,100,orange
22,11,5,16,95,6.381578065,109,orange
5,15,6,30,93,7.497868936,104,orange
35,7,8,35,91,7.580515359,103,orange
13,20,11,31,90,7.179885641,114,orange
25,11,13,13,91,7.038972205,106,orange
43,54,48,35,90,6.745356146,69,papaya
41,57,50,26,94,6.65125724,81,papaya
54,64,45,29,90,6.746452922,74,papaya
36,48,54,43,94,6.61148793,68,papaya
41,70,52,24,90,6.787519047,118,papaya
49,51,48,27,90,6.634833068,61,papaya
46,46,46,27,90,6.608533483,89,papaya
33,63,47,41,90,6.515457625,109,papaya
62,65,47,40,95,6.627953928,73,papaya
57,45,55,27,95,6.82215747,92,papaya
64,56,52,34,90,6.860374048,67,papaya
60,48,55,26,91,6.86177411,103,papaya
67,54,51,25,90,6.590893779,71,papaya
34,61,51,32,95,6.611940018,119,papaya
34,69,53,31,94,6.514153895,75,papaya
52,62,46,30,95,6.660147633,53,papaya
54,59,51,39,95,6.760928648,61,papaya
60,49,52,23,93,6.656898907,111,papaya
65,45,55,34,93,6.595689222,91,papaya
30,53,53,38,95,6.922874271,88,papaya
59,63,46,26,93,6.691415266,42,papaya
34,47,49,39,95,6.938676903,66,papaya
48,68,55,27,95,6.752403222,80,papaya
38,57,51,41,92,6.546405162,66,papaya
47,57,46,29,93,6.967166093,48,papaya
43,47,51,35,92,6.645609752,107,papaya
64,53,53,31,94,6.849471008,62,papaya
37,65,53,24,93,6.990450312,72,papaya
31,58,49,30,91,6.769308461,75,papaya
47,65,46,24,91,6.847626426,50,papaya
53,57,52,37,91,6.501345925,110,papaya
64,52,55,36,92,6.530238512,85,papaya
67,65,52,25,94,6.689215257,103,papaya
69,62,54,41,90,6.835150142,68,papaya
32,49,51,37,91,6.564877001,87,papaya
66,48,49,39,92,6.723499443,83,papaya
61,55,48,42,90,6.973835455,70,papaya
47,69,48,38,93,6.545619977,42,papaya
66,50,53,29,94,6.571359411,95,papaya
66,68,52,39,93,6.510300284,40,papaya
40,64,55,34,95,6.576327347,104,papaya
50,65,47,43,93,6.670359814,118,papaya
36,60,52,41,93,6.827105077,69,papaya
51,60,45,37,95,6.735550949,82,papaya
33,51,52,37,92,6.673228597,109,papaya
66,70,48,43,94,6.631460526,104,papaya
55,66,52,41,92,6.663725194,108,papaya
53,55,45,43,93,6.602645893,50,papaya
30,46,49,32,91,6.796035048,63,papaya
59,53,50,29,95,6.808707501,106,papaya
41,45,54,29,95,6.836818733,92,papaya
57,54,49,31,95,6.800647649,104,papaya
36,64,53,24,95,6.967398465,42,papaya
42,51,45,26,92,6.973527189,98,papaya
56,58,53,35,94,6.894599268,46,papaya
33,50,48,38,93,6.732173528,96,papaya
64,70,45,39,92,6.513874113,101,papaya
55,59,55,31,93,6.72366695,76,papaya
46,65,55,30,90,6.628725431,77,papaya
58,50,51,39,94,6.606957085,102,papaya
56,57,53,42,95,6.749743958,57,papaya
30,65,51,28,92,6.706676084,95,papaya
42,57,51,28,90,6.956417905,68,papaya
53,56,47,37,91,6.857718689,73,papaya
39,64,55,36,95,6.911381119,74,papaya
47,68,47,35,92,6.799048927,84,papaya
59,70,51,25,93,6.842446133,68,papaya
42,57,48,27,90,6.911844299,114,papaya
32,57,49,39,90,6.886744198,100,papaya
42,65,53,37,92,6.645387653,86,papaya
61,46,48,32,95,6.517579488,119,papaya
59,70,48,43,93,6.917066583,46,papaya
49,58,49,42,92,6.906109712,59,papaya
30,49,45,43,93,6.829522782,111,papaya
69,64,53,43,91,6.920902054,101,papaya
34,50,50,34,92,6.929083222,70,papaya
34,54,48,38,90,6.517884294,118,papaya
34,45,45,41,94,6.8565279,63,papaya
41,67,50,38,92,6.612258809,87,papaya
42,55,45,26,94,6.924732457,42,papaya
31,48,52,28,95,6.953106029,44,papaya
55,63,54,28,93,6.933341805,99,papaya
56,66,50,40,91,6.539060434,64,papaya
32,63,54,34,94,6.626208152,70,papaya
44,55,50,41,90,6.536352882,53,papaya
64,66,47,26,90,6.771452423,96,papaya
30,51,52,36,92,6.960632766,108,papaya
50,63,50,35,92,6.893416928,88,papaya
40,50,47,34,91,6.616589141,54,papaya
64,58,54,35,93,6.626610017,114,papaya
64,69,52,30,92,6.870204261,112,papaya
49,56,55,38,95,6.922765698,52,papaya
65,56,53,38,95,6.927069594,83,papaya
56,51,50,29,94,6.544195694,45,papaya
60,54,48,38,93,6.91863625,71,papaya
54,68,48,26,95,6.736007294,90,papaya
53,70,45,38,92,6.691359168,47,papaya
52,52,45,24,95,6.887442017,119,papaya
52,62,48,37,94,6.792422057,86,papaya
64,47,53,31,91,6.872554063,51,papaya
39,66,54,24,90,6.675566929,115,papaya
58,52,53,35,90,6.712761815,43,papaya
36,50,55,32,92,6.519755476,66,papaya
70,66,49,27,93,6.752176904,54,papaya
41,69,48,29,91,6.558166177,59,papaya
30,54,52,38,95,6.872091609,89,papaya
48,65,49,35,93,6.589719248,54,papaya
65,69,45,26,94,6.681470934,57,papaya
42,56,46,38,93,6.949332771,59,papaya
68,55,53,43,95,6.649154089,96,papaya
31,53,55,23,90,6.875433836,80,papaya
42,59,55,27,95,6.92628797,85,papaya
44,57,54,36,90,6.887570061,55,papaya
35,57,53,27,90,6.880763635,56,papaya
